ccn,provider,state,city,zip,address,owner,phone,nc_offer,pt_offer,ot_offer,sp_offer,ms_offer,hha_offer,certified_date,rating,certify_yrs,timely,drug_edu,fall_ck,depr_ck,flu_shot,pneu_shot,pain_ck,pain_tr,bedsore_tr,bedsore_ck,mov_rec,bed_rec,bath_rec,pain_rec,breath_rec,drug_use,er,adm,readm,re_er,er_cd,readm_cd,othr_cnt,dietn_cnt,aide_cnt,lpn_cnt,ocpt_cnt,phys_cnt,rn_cnt,scl_cnt,spch_cnt,income,male_65,female_65,lat,lng,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B01003_001E,B19301_001E,county,state.1,tract
108156,GREYSTONE HOME HEALTH,FL,ORLANDO,32837,12701 S JOHN YOUNG PKWY STE 219,Proprietary,4078555728,Yes,Yes,Yes,Yes,Yes,Yes,2005-04-15 00:00:00,4.0,11,96.6,95.0,99.1,99.2,54.6,71.9,99.2,99.5,98.9,97.7,73.0,65.5,78.7,76.8,84.9,59.1,16.2,14.9,Same As Expected,Same As Expected,1,1,0.0,0.0,3.0,0.1,0.25,0.5,3.0,1.0,0.25,28140,131,201,28.3806599,-81.4243708,47,17,50,8,6,3,38,5,48,59,17,34,3346,28140,95,12,17012
108163,COMMUNITY HOME HEALTH SERVICES,FL,NORTH MIAMI BEACH,33180,18677 W DIXIE HIGHWAY,Proprietary,3056535200,Yes,Yes,Yes,Yes,Yes,Yes,2005-04-14 00:00:00,3.5,11,97.8,93.8,99.7,100.0,55.2,60.1,95.9,99.3,99.2,97.6,63.5,58.1,78.8,80.5,64.2,59.1,19.6,7.2,Same As Expected,Same As Expected,1,1,0.0,0.0,1.0,0.0,1.0,6.0,6.5,1.0,0.0,43220,673,995,25.9482689,-80.1487327,78,136,123,114,141,81,107,139,277,189,97,186,7481,43220,86,12,113
108165,SIGNATURE HOMENOW,FL,JACKSONVILLE,32217,6320 ST AUGUSTINE ROAD SUITE 9,Proprietary,9044194994,Yes,Yes,Yes,Yes,Yes,Yes,2005-03-01 00:00:00,4.5,11,93.6,98.4,100.0,99.5,87.0,80.0,100.0,99.6,99.7,99.6,73.1,68.4,83.4,76.6,82.0,65.3,18.6,8.5,Worse Than Expected,Same As Expected,1,0,0.0,0.0,0.5,0.1,0.5,1.0,1.5,0.5,0.0,48194,690,588,30.2565257,-81.6265752,108,212,91,153,80,46,108,32,117,111,106,114,5526,48194,31,12,16500
108168,SUNCREST OMNI,FL,PENSACOLA,32514,8800 UNIVERSITY PARKWAY SUITE C-3,Proprietary,8505057777,Yes,Yes,Yes,Yes,Yes,Yes,2005-05-04 00:00:00,3.5,11,97.3,90.0,99.9,99.5,76.9,81.1,100.0,98.1,100.0,99.8,67.3,67.9,76.0,66.6,68.4,56.0,14.3,9.7,Same As Expected,Same As Expected,1,1,0.0,0.0,0.25,0.25,1.0,5.0,8.0,0.5,0.0,23502,352,593,30.5245659,-87.2208781,41,6,74,39,51,141,29,76,134,108,125,121,6490,23502,33,12,3507
108170,WEST FLORIDA HEALTH HOME CARE PASCO,FL,ZEPHYRHILLS,33541,37834 MEDICAL ARTS CT  STE B,Non - Profit Religious,8137796301,Yes,Yes,Yes,Yes,Yes,Yes,2005-05-12 00:00:00,4.5,11,98.2,97.9,99.8,99.5,73.4,77.5,99.2,99.3,99.8,98.1,74.9,78.8,80.0,70.7,76.7,71.0,16.5,12.7,Same As Expected,Same As Expected,1,1,5.0,0.0,1.0,1.0,1.0,7.0,13.0,1.0,0.01,20696,502,869,28.2630006,-82.1908805,127,34,87,103,79,72,63,151,109,166,230,150,2412,20696,101,12,32804
108171,MEDERI CARETENDERS,FL,SARASOTA,34233,5260 STATION WAY BLDG B,Proprietary,9419539494,Yes,Yes,Yes,Yes,Yes,Yes,2005-05-24 00:00:00,3.5,11,95.4,94.3,98.4,98.5,63.1,73.0,99.1,100.0,99.4,99.3,69.1,69.5,77.1,59.3,79.8,67.0,19.4,14.9,Same As Expected,Same As Expected,1,1,0.0,0.0,0.1,0.1,1.3,3.2,3.35,0.1,0.05,34429,607,1077,27.2724482,-82.4656502,71,59,126,187,78,86,120,120,228,170,156,283,6020,34429,115,12,1506
108175,MOORINGS PARK HOME HEALTH AGENCY,FL,NAPLES,34105,111 MOORINGS PARK DR,Proprietary,2396439121,Yes,Yes,Yes,Yes,Yes,Yes,2005-06-23 00:00:00,4.5,11,96.5,97.9,99.6,98.0,85.5,87.5,98.6,100.0,98.6,97.8,70.0,69.0,80.9,77.8,77.2,66.5,9.9,8.6,Same As Expected,Same As Expected,1,1,0.0,0.0,1.0,2.0,0.96,3.86,4.1,0.5,0.07,49125,703,1227,26.2055125,-81.7912941,8,104,76,184,78,253,29,140,198,211,250,399,3650,49125,21,12,10210
108181,ANGELS CARE HOME HEALTH OF THE EMERALD COAST,FL,FORT WALTON BEACH,32547,11 RACETRACK ROAD NE SUITE H-3,Non - Profit Private,8508625424,Yes,Yes,Yes,Yes,Yes,Yes,2005-07-28 00:00:00,2.0,11,93.7,86.6,98.9,97.8,57.0,68.1,97.7,96.2,94.8,91.8,47.1,39.0,44.4,51.1,50.3,43.0,16.1,17.5,Same As Expected,Same As Expected,1,1,0.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,21134,201,266,30.448306,-86.61306,22,13,52,60,13,41,21,9,84,68,46,38,3280,21134,91,12,22100
108182,"PALM BEACH HOME HEALTH, INC.",FL,WEST PALM BEACH,33406,2150 S CONGRESS AVE,Proprietary,5619635544,Yes,Yes,Yes,Yes,Yes,Yes,2005-07-27 00:00:00,3.5,11,94.4,90.7,100.0,99.1,74.4,64.8,98.1,98.9,100.0,99.1,67.2,48.7,79.4,89.8,82.9,65.2,21.3,11.2,Same As Expected,Same As Expected,1,1,0.0,0.0,0.23,1.47,0.01,2.53,3.62,0.01,0.02,23023,371,547,26.6449666,-80.0874569,9,55,28,106,71,102,61,56,61,153,78,138,2753,23023,99,12,4203
108183,"FIRST CHOICE HOME HEALTH, INC.",FL,BOYNTON BEACH,33426,4745 NW 7TH COURT,Proprietary,5612962770,Yes,Yes,Yes,Yes,Yes,Yes,2005-07-26 00:00:00,4.0,11,94.9,98.6,99.8,99.9,87.3,77.1,96.5,99.4,97.6,99.3,66.6,57.2,75.0,80.7,68.7,51.4,16.6,9.7,Worse Than Expected,Same As Expected,1,0,0.0,0.1,1.0,0.76,0.44,5.2,5.0,0.05,0.1,33814,294,612,26.571411,-80.0762419,0,4,19,31,18,222,20,14,3,142,91,342,5086,33814,99,12,5808
108191,ACE HOMECARE,FL,LAKELAND,33803,1102 S FLORIDA AVE STE 103,Proprietary,8636441968,Yes,Yes,Yes,Yes,Yes,Yes,2005-08-12 00:00:00,2.5,11,87.1,90.2,99.9,99.7,46.9,47.9,99.5,98.0,99.8,99.6,68.2,56.4,71.3,70.5,67.0,54.1,17.5,12.0,Same As Expected,Same As Expected,1,1,0.0,0.0,3.0,4.5,3.5,8.0,10.0,1.0,3.0,25231,318,388,27.9800363,-81.890484,45,34,162,37,32,8,35,105,72,93,58,25,6077,25231,105,12,11834
108195,5 STAR HOME HEALTH SERVICES INC,FL,ORLANDO,32810,5104 N ORANGE BLOSSOM TR STE 116,Proprietary,4072962610,Yes,Yes,Yes,Yes,Yes,Yes,2005-09-01 00:00:00,3.0,11,95.2,99.3,100.0,70.5,69.3,62.5,99.3,98.3,100.0,100.0,47.0,45.7,66.4,66.5,73.1,36.9,24.8,9.3,Same As Expected,Same As Expected,1,1,0.0,0.0,0.6,0.8,0.0,0.0,1.6,0.2,0.0,17470,304,261,28.6045249,-81.4214994,78,42,44,27,41,72,24,107,61,6,24,39,5370,17470,95,12,12402
108202,PREFERRED CARE HOME HEALTH SERVICES,FL,SOUTH MIAMI,33143,6330 MANOR LN  STE 202,Proprietary,3052757573,Yes,Yes,Yes,Yes,Yes,Yes,2005-08-24 00:00:00,4.5,11,99.5,100.0,100.0,99.5,40.3,47.7,100.0,99.4,100.0,100.0,72.5,71.4,88.7,86.0,77.6,70.7,19.6,6.7,Same As Expected,Same As Expected,1,1,10.0,0.0,3.75,3.0,2.5,6.0,7.0,0.25,0.5,43909,229,323,25.6998402,-80.2959717,18,36,116,0,30,29,34,48,78,26,45,92,5649,43909,86,12,7604
108203,FAMILY HOME HEALTH SERVICES,FL,DAYTONA BEACH,32119,1156 PELICAN BAY DR,Proprietary,3867561418,Yes,Yes,Yes,Yes,Yes,Yes,2005-09-15 00:00:00,5.0,11,98.5,99.5,98.8,99.4,91.9,93.5,99.6,99.2,98.0,98.9,86.7,77.2,87.2,91.6,87.6,88.2,15.1,12.3,Same As Expected,Same As Expected,1,1,0.0,0.0,0.25,0.5,2.0,3.5,5.0,0.25,0.25,15022,175,301,29.1605547,-81.0637851,12,55,33,30,43,2,47,42,54,71,59,28,5154,15022,127,12,92500
108211,BAYVIEW HOME HEALTH OF ST AUGUSTINE,FL,SAINT AUGUSTINE,32086,2730 US 1 SOUTH STE N,Non - Profit Private,9048242501,Yes,Yes,Yes,Yes,No,Yes,2005-09-28 00:00:00,4.0,10,97.4,99.7,99.6,99.7,69.7,86.5,99.4,99.6,99.0,100.0,62.6,66.0,69.6,73.4,70.7,59.9,14.6,9.0,Same As Expected,Same As Expected,1,1,0.0,0.0,0.11,0.85,0.27,1.15,1.37,0.0,0.03,26362,417,581,29.8450819,-81.3219097,59,132,100,41,42,43,138,51,83,122,142,45,5576,26362,109,12,21302
108215,ST VINCENTS HOME HEALTH,FL,JACKSONVILLE,32204,2651 PARK ST,Proprietary,9043897385,Yes,Yes,Yes,Yes,Yes,Yes,2005-09-28 00:00:00,3.5,10,88.4,92.4,98.9,78.6,52.5,63.9,98.5,91.3,94.2,99.9,73.6,68.2,80.6,83.8,77.4,66.6,18.7,11.2,Same As Expected,Same As Expected,1,1,0.0,0.0,1.0,5.5,2.5,14.5,15.5,2.0,1.0,36232,290,869,30.311074,-81.693234,40,28,28,59,63,72,34,122,119,106,152,336,4837,36232,31,12,17100
108218,ALOHA HOME CARE,FL,MELBOURNE,32901,1010 E NEW HAVEN AVE STE A,Proprietary,3212593733,Yes,Yes,Yes,Yes,Yes,Yes,2005-10-04 00:00:00,3.5,10,97.2,98.9,100.0,88.8,58.8,65.7,100.0,99.2,100.0,98.3,62.3,68.5,73.9,69.3,61.3,52.1,17.5,7.1,Same As Expected,Same As Expected,1,1,4.0,0.0,0.75,0.0,0.0,2.0,3.0,0.25,0.25,21613,222,431,28.0786762,-80.6040376,28,20,64,24,38,48,57,49,91,49,98,87,2463,21613,9,12,64800
108222,CONFIDENT CARE OF FLORIDA CORP,FL,PALM COAST,32137,3 PINE CONE DRIVE STE 107,Proprietary,3864395440,Yes,Yes,Yes,Yes,Yes,Yes,2005-10-20 00:00:00,4.5,10,86.2,98.1,100.0,100.0,65.0,82.2,98.9,99.5,100.0,99.3,82.0,67.7,83.7,76.5,79.5,62.7,6.3,8.8,Same As Expected,Same As Expected,1,1,0.0,0.0,3.8,0.8,0.4,0.8,2.8,0.0,0.0,23677,680,813,29.5561868,-81.2075543,73,175,147,57,177,51,111,61,252,224,83,82,4539,23677,35,12,60107
108226,HELPING HANDS HOME CARE INC,FL,OCALA,34471,1630 SE 18TH ST UNIT 601,Non - Profit Private,3528409576,Yes,Yes,Yes,Yes,Yes,Yes,2005-11-04 00:00:00,3.5,10,92.5,98.5,95.7,99.4,67.1,74.6,100.0,99.3,100.0,100.0,73.7,67.6,80.4,65.9,68.6,59.9,20.5,10.7,Better Than Expected,Same As Expected,1,1,0.0,0.0,0.75,3.2,1.6,2.8,3.0,0.2,0.0,33566,605,1011,29.1704456,-82.1202786,45,174,70,60,39,217,73,93,128,111,242,364,5922,33566,83,12,2301
108229,SENIOR HOME CARE INC,FL,SPRING HILL,34606,5425 COMMERCIAL WAY,Proprietary,3525965946,Yes,Yes,Yes,Yes,Yes,Yes,2005-08-08 00:00:00,4.0,11,96.0,95.1,100.0,96.0,57.9,60.0,99.6,100.0,100.0,99.6,70.8,74.3,76.8,83.1,79.9,58.2,12.7,5.6,Same As Expected,Same As Expected,1,1,0.0,0.0,0.25,3.0,1.0,1.0,2.0,0.25,0.25,23968,649,691,28.508737,-82.5834812,49,146,142,189,63,60,114,132,168,121,94,62,3547,23968,53,12,41502
108232,SENIOR HOME CARE,FL,PORT SAINT LUCIE,34986,525 NW LAKE WHITNEY PL,Proprietary,7722232116,Yes,Yes,Yes,Yes,Yes,Yes,2005-07-20 00:00:00,3.0,11,89.8,100.0,100.0,99.6,63.7,64.1,100.0,100.0,100.0,100.0,59.2,58.6,72.3,54.4,70.1,58.1,15.0,12.1,Same As Expected,Same As Expected,1,1,0.0,0.0,1.2,0.86,1.5,3.0,4.0,0.18,0.0,27213,2825,3162,27.3165132,-80.4054979,194,412,828,550,421,420,345,382,676,675,624,460,20471,27213,111,12,382108
108236,ANGELS CARE HOME HEALTH,FL,CLERMONT,34711,3170 CITRUS TOWER BLVD STE B BLDG 8,Proprietary,3522417476,Yes,Yes,Yes,Yes,Yes,Yes,2005-12-02 00:00:00,2.5,10,94.0,86.8,98.4,96.7,50.5,50.4,98.4,92.8,89.5,91.6,58.5,55.4,57.6,67.9,68.6,53.6,17.0,7.3,Better Than Expected,Same As Expected,1,1,0.0,0.0,0.02,0.02,0.02,0.02,0.06,0.0,0.02,24317,1133,1269,28.522259,-81.728775,223,435,189,105,181,0,257,397,192,257,66,100,19305,24317,69,12,31307
108237,LIFELINE HOME HEALTHCARE PROVIDERS INC,FL,MIAMI,33143,8000 SW 67 AVE 2ND FLOOR,Proprietary,3052632757,Yes,Yes,Yes,Yes,Yes,Yes,2005-12-09 00:00:00,4.5,10,100.0,100.0,100.0,97.4,46.7,59.2,100.0,99.5,100.0,100.0,74.8,64.0,89.8,84.4,41.4,32.0,9.7,7.1,Same As Expected,Same As Expected,1,1,0.0,0.0,1.5,1.0,0.53,1.5,2.0,0.25,0.25,43909,229,323,25.6960371,-80.301135,18,36,116,0,30,29,34,48,78,26,45,92,5649,43909,86,12,7604
108238,CARTER HEALTHCARE,FL,THE VILLAGES,32162,8564 E CR-466  STE 201,Proprietary,8006885525,Yes,Yes,Yes,Yes,Yes,Yes,2005-12-06 00:00:00,3.0,10,88.8,95.2,96.4,94.6,45.5,61.1,98.5,86.1,88.5,98.8,65.4,76.8,74.4,63.6,70.8,51.3,18.5,13.0,Worse Than Expected,Same As Expected,1,0,7.2,0.0,2.0,0.2,1.3,1.2,10.4,0.1,0.1,41582,11882,11712,28.9199773,-81.9613329,1755,2512,4333,2175,616,491,1905,3500,3546,1794,353,614,35565,41582,119,12,911200
108240,MEDI HOME HEALTH AGENCY,FL,PENSACOLA,32503,2590 N 12TH AVE STE A,Proprietary,8504755392,Yes,Yes,Yes,Yes,Yes,Yes,2005-11-16 00:00:00,3.0,10,90.1,95.8,100.0,90.7,63.7,80.3,99.2,98.2,93.2,99.8,68.0,64.9,72.7,65.5,66.9,65.8,17.5,16.4,Same As Expected,Same As Expected,1,1,0.0,0.0,1.0,1.0,2.5,4.0,5.0,0.25,0.25,35156,317,464,30.440628,-87.206031,58,33,65,55,53,53,83,46,42,67,90,136,4485,35156,33,12,800
108241,AMERICA-LOVING CARE HOME HEALTH INC,FL,MIAMI,33186,13275 SW 124TH ST,Proprietary,3058285310,Yes,Yes,Yes,Yes,Yes,Yes,2005-12-16 00:00:00,2.5,10,95.9,96.7,99.8,99.9,23.4,22.1,100.0,98.4,100.0,99.6,62.0,44.2,59.9,74.8,59.9,44.6,14.6,11.9,Same As Expected,Same As Expected,1,1,5.0,0.0,0.5,0.0,0.0,0.0,4.0,0.0,0.0,30348,184,354,25.6528169,-80.4099933,63,0,56,28,14,23,45,60,192,14,43,0,8257,30348,86,12,19400
108247,SOUTHEAST HOMECARE,FL,DELRAY BEACH,33445,1200 NW 17 AVE   STE 10 & 11,Proprietary,5619624134,Yes,Yes,Yes,Yes,Yes,Yes,2005-12-28 00:00:00,3.5,10,85.0,97.0,99.5,99.6,48.7,46.1,99.3,99.1,98.5,99.5,63.2,53.0,72.2,75.8,81.1,53.1,3.5,13.4,Same As Expected,Same As Expected,1,1,0.0,0.0,0.01,0.07,0.0,0.0,2.45,0.01,0.0,13962,231,309,26.4468693,-80.089384,14,77,57,77,6,0,80,22,76,67,55,9,5554,13962,99,12,6801
108249,FAMILY HOME HEALTH SERVICES,FL,CLEARWATER,33765,51 S MAIN AVE STE 320,Proprietary,7277813447,Yes,Yes,Yes,Yes,Yes,Yes,2005-10-28 00:00:00,4.0,10,96.9,95.8,98.6,100.0,73.7,67.6,99.8,98.3,100.0,99.8,71.7,68.1,82.1,79.4,81.0,86.2,14.8,11.8,Same As Expected,Same As Expected,1,1,1.0,0.0,0.5,0.0,0.0,1.0,4.5,0.5,0.0,28368,1022,1818,28.069575,-82.737296,85,167,195,155,165,255,104,182,150,285,269,828,5126,28368,103,12,27315
108255,AVANTI HOME HEALTH SERVICES INC,FL,MIAMI,33172,9730 NW 25 ST 2ND FLOOR,Proprietary,3058059370,Yes,Yes,Yes,Yes,Yes,Yes,2005-12-21 00:00:00,3.0,10,93.4,96.5,100.0,100.0,12.4,9.8,99.6,100.0,100.0,99.6,66.4,69.9,65.6,68.9,67.5,27.5,14.2,7.8,Same As Expected,Same As Expected,1,1,0.0,0.0,0.0,0.0,0.5,0.0,4.0,0.0,0.0,13544,282,550,25.8632599,-80.2402909,47,126,42,67,0,0,70,128,145,99,37,71,6730,13544,86,12,412
108261,PREFERRED HOME HEALTH PROVIDERS INC,FL,EUSTIS,32726,900 E ORANGE AVE,Proprietary,3525895854,Yes,Yes,Yes,Yes,Yes,Yes,2006-02-14 00:00:00,3.5,10,85.4,95.2,99.4,99.0,66.1,76.8,99.5,100.0,100.0,94.3,66.8,73.2,77.0,80.3,70.7,60.8,14.9,9.7,Same As Expected,Same As Expected,1,1,0.0,0.0,1.0,2.5,0.0,2.5,1.5,0.2,0.0,18437,253,406,28.852519,-81.676067,40,66,63,33,23,28,101,26,40,68,84,87,3915,18437,69,12,30204
108262,SEBRING NURSING SERVICES INC,FL,SEBRING,33870,3210 PHYSICIANS WAY,Proprietary,8633829211,Yes,Yes,No,Yes,Yes,Yes,2006-02-16 00:00:00,3.0,10,86.7,59.9,100.0,100.0,33.5,22.0,100.0,98.4,100.0,100.0,80.7,60.7,69.9,75.0,58.6,50.7,19.7,9.1,Same As Expected,Same As Expected,1,1,0.0,0.0,0.25,2.0,0.0,0.0,1.5,0.15,0.1,15362,668,668,27.4685525,-81.4346975,63,115,178,83,136,93,38,134,148,156,141,51,4466,15362,55,12,961200
108268,ALL COAST THERAPY SERVICES INC,FL,LADY LAKE,32159,13940 N US HWY 441 BLDG 603 STE 603,Proprietary,3527511095,Yes,Yes,Yes,Yes,Yes,Yes,2006-02-16 00:00:00,5.0,10,99.2,99.7,100.0,99.5,59.5,72.8,99.7,100.0,95.1,99.7,83.0,88.3,81.7,81.6,74.8,78.7,11.4,10.1,Same As Expected,Same As Expected,1,1,0.0,0.0,1.7,1.75,1.0,3.15,2.1,0.2,0.2,31036,1872,1948,28.9586622,-81.9649214,45,78,446,476,717,110,93,205,607,541,347,155,4533,31036,119,12,910800
108270,INFINITY HOME CARE OF PORT CHARLOTTE LLC,FL,PORT CHARLOTTE,33952,4161 TAMIAMI TRL BLDG 8 UNIT 801 A,Proprietary,9416291600,Yes,Yes,Yes,Yes,Yes,Yes,2006-01-18 00:00:00,4.5,10,96.6,96.4,99.4,97.3,82.9,77.9,99.2,99.6,99.0,99.6,75.0,72.7,81.4,80.1,81.7,65.6,16.3,12.1,Same As Expected,Same As Expected,1,1,0.0,0.0,1.25,0.0,10.25,22.0,45.75,1.25,1.75,17573,619,1309,26.987204,-82.102118,60,68,195,72,112,112,88,144,234,190,228,425,4329,17573,15,12,20700
108272,NURSING PLUS INC,FL,MIAMI GARDENS,33169,18441 NW 2ND AVENUE STE 219,Proprietary,3057702000,Yes,Yes,Yes,Yes,Yes,Yes,2006-03-14 00:00:00,3.0,10,94.0,97.3,100.0,99.3,48.5,55.3,100.0,97.4,100.0,100.0,61.3,54.1,75.5,65.1,57.6,49.0,16.2,10.7,Same As Expected,Same As Expected,1,1,0.0,0.0,0.1,0.3,0.1,1.0,3.5,0.25,0.1,15872,371,556,25.9440175,-80.2044593,96,95,31,101,30,18,66,82,86,78,170,74,6735,15872,86,12,9600
108274,SIGNATURE HOMENOW,FL,STUART,34994,759 SW FEDERAL HWY STE 300,Proprietary,7722875111,Yes,Yes,Yes,Yes,Yes,Yes,2006-03-09 00:00:00,3.5,10,94.7,99.3,100.0,98.9,69.3,54.3,99.6,100.0,95.2,97.9,61.8,50.1,71.3,68.0,77.6,57.8,16.7,9.6,Same As Expected,Same As Expected,1,1,0.0,0.0,0.04,0.17,0.0,1.21,0.86,0.0,0.0,31970,836,804,27.1931863,-80.2555838,122,64,175,176,122,177,49,157,272,160,83,83,3688,31970,85,12,700
108276,THE NURSES GUILD,FL,LIGHTHOUSE POINT,33064,2261 NE 36 ST STE 1,Proprietary,9545969806,Yes,Yes,Yes,Yes,Yes,Yes,2006-03-14 00:00:00,2.0,10,93.2,99.1,99.6,99.4,30.8,41.9,99.8,99.6,99.3,98.9,42.9,45.1,38.0,41.9,24.8,41.5,13.7,12.4,Same As Expected,Same As Expected,1,1,0.25,0.0,15.0,12.0,0.0,6.0,16.0,1.0,2.0,61034,298,287,26.2758344,-80.0918408,47,77,64,47,42,21,23,55,87,39,28,55,2288,61034,11,12,10901
108277,NATION'S BEST CARE HOME HEALTH CORP,FL,MIAMI,33169,111 PARK CENTRE BLVD STE 207,Proprietary,3055923292,Yes,Yes,Yes,Yes,Yes,Yes,2006-03-17 00:00:00,4.0,10,97.5,97.7,100.0,99.7,50.8,50.8,99.7,99.7,100.0,99.5,79.0,66.7,78.6,74.0,65.2,44.0,14.5,6.8,Same As Expected,Same As Expected,1,1,0.0,0.0,0.25,0.0,0.0,1.0,4.0,0.0,0.0,30493,172,201,25.7979788,-80.3307799,23,23,83,21,13,9,15,6,30,23,33,94,5310,30493,86,12,9010
108278,"HOME HEALTH ASSOCIATES, LLC",FL,LAKE WORTH,33467,6803 LAKE WORTH RD STE 310,Proprietary,5618472200,Yes,Yes,Yes,Yes,Yes,Yes,2006-03-15 00:00:00,3.0,10,79.3,84.2,95.1,62.4,14.8,27.5,97.2,80.7,77.7,96.5,61.5,52.9,70.4,79.0,82.0,58.1,14.3,12.2,Same As Expected,Same As Expected,1,1,0.0,0.0,0.0,0.0,8.95,8.43,12.53,0.03,0.4,19761,763,1255,26.618908,-80.1515019,74,60,180,73,104,272,81,184,209,190,274,317,4183,19761,99,12,4817
108280,"ALLEGIANCE HOME HEALTH AND REHAB, INC.",FL,BOCA RATON,33432,1880 N DIXIE HWY,Proprietary,5613670711,Yes,Yes,Yes,Yes,Yes,Yes,2006-03-14 00:00:00,4.5,10,96.8,98.4,100.0,99.8,78.6,69.5,99.8,98.8,99.6,100.0,76.4,73.0,80.5,86.0,86.4,70.5,13.5,9.5,Same As Expected,Same As Expected,1,1,0.0,0.0,5.0,5.0,6.0,10.0,10.0,0.5,0.5,38708,376,377,26.3666484,-80.0846303,40,116,53,104,29,34,42,46,87,67,76,59,3242,38708,99,12,7501
108290,PINNACLE HOME CARE OF PINELLAS INC,FL,TARPON SPRINGS,34689,1787 S PINELLAS AVE STE 600,Proprietary,7279387505,Yes,Yes,Yes,Yes,Yes,Yes,2006-04-20 00:00:00,4.0,10,93.8,99.7,100.0,100.0,78.4,85.7,99.8,99.6,100.0,100.0,75.4,69.6,79.1,75.0,71.2,63.3,17.8,13.0,Same As Expected,Same As Expected,1,1,0.0,0.0,0.75,0.1,1.4,3.25,5.5,0.0,0.0,20881,805,975,28.1270966,-82.7589208,116,64,187,187,126,125,58,112,200,300,206,99,5958,20881,103,12,27402
108295,GOLDENCARE HOME HEALTH AGENCY INC,FL,PLANTATION,33324,100 NW 82ND AVENUE SUITE 301,Proprietary,9544857233,Yes,Yes,Yes,Yes,Yes,Yes,2006-04-26 00:00:00,2.5,10,99.4,98.1,100.0,99.6,40.2,45.9,99.8,99.8,100.0,100.0,53.3,55.6,58.3,58.6,58.0,47.1,17.5,8.3,Same As Expected,Same As Expected,1,1,7.0,0.0,1.0,1.5,0.0,2.0,3.0,0.5,0.0,29485,166,216,26.1225757,-80.2578391,7,33,66,20,5,35,32,20,55,56,20,33,3781,29485,11,12,60605
108297,HOSPITAL WITHOUT WALLS OF BROWARD INC,FL,POMPANO BEACH,33060,2310 NW THIRD AVE  STE 8,Proprietary,9549848485,Yes,Yes,Yes,Yes,Yes,Yes,2006-05-08 00:00:00,2.0,10,93.9,97.5,100.0,98.2,41.0,38.0,100.0,98.6,100.0,99.4,40.6,41.8,55.8,54.3,77.6,59.6,23.5,10.5,Same As Expected,Same As Expected,1,1,0.0,0.0,1.0,2.75,0.2,1.0,1.75,0.0,0.0,13653,466,782,26.2594839,-80.1268582,65,116,119,74,7,85,48,72,199,72,294,97,8234,13653,11,12,30302
108302,VIRGIN HEALTH CORPORATION INC,FL,MIAMI,33126,7235 CORPORATE CENTER DR BAY H,Proprietary,3058181710,Yes,Yes,Yes,Yes,Yes,Yes,2006-05-24 00:00:00,3.5,10,97.7,95.4,99.7,98.9,62.8,63.1,99.7,99.0,100.0,98.6,73.3,59.5,69.0,75.0,66.3,52.8,20.4,10.5,Same As Expected,Same As Expected,1,1,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,12525,588,529,25.7918135,-80.3153283,48,113,189,35,136,67,33,46,139,87,118,106,7800,12525,86,12,9100
108305,PALMS HOME CARE,FL,SEBRING,33870,1570 LAKEVIEW DR  UNIT H-STE 100,Proprietary,8633856353,Yes,Yes,Yes,Yes,Yes,Yes,2006-06-01 00:00:00,3.0,10,96.3,99.2,99.8,96.7,43.3,49.8,99.6,99.6,99.8,100.0,69.9,60.4,65.2,69.0,32.2,45.0,19.4,17.6,Same As Expected,Same As Expected,1,1,0.0,0.0,2.15,4.9,1.44,2.67,8.86,0.28,0.24,16377,492,761,27.4854854,-81.4400324,61,78,91,104,85,73,35,116,103,60,111,336,3545,16377,55,12,961100
108307,HEALTH CARE OF SOUTH FLORIDA CORP,FL,NORTH MIAMI BEACH,33160,3909 NE 163RD STREET UNIT 303,Proprietary,3058713601,Yes,Yes,Yes,Yes,Yes,Yes,2006-06-14 00:00:00,4.0,10,90.5,93.1,100.0,100.0,49.4,65.9,99.3,100.0,100.0,97.3,82.7,75.2,88.0,94.1,64.7,25.7,19.3,7.4,Same As Expected,Same As Expected,1,1,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.0,0.25,35997,143,123,25.9314135,-80.1313457,31,38,42,12,0,20,0,25,84,0,14,0,1665,35997,86,12,128
108315,"RELIANCE HOME HEALTH CARE, LLC",FL,LAKE WORTH,33467,3918 VIA POINCIANA DR STE 7,Proprietary,5616877277,Yes,Yes,Yes,Yes,Yes,Yes,2006-05-26 00:00:00,4.0,10,95.7,100.0,100.0,100.0,52.3,52.3,100.0,100.0,100.0,99.6,76.7,59.8,86.7,74.8,73.8,67.6,9.2,11.7,Same As Expected,Same As Expected,1,1,0.0,0.01,0.05,1.73,0.02,0.98,5.19,0.01,0.0,19761,763,1255,26.6186558,-80.1532192,74,60,180,73,104,272,81,184,209,190,274,317,4183,19761,99,12,4817
