ccn,provider,state,city,zip,address,owner,phone,nc_offer,pt_offer,ot_offer,sp_offer,ms_offer,hha_offer,certified_date,rating,certify_yrs,timely,drug_edu,fall_ck,depr_ck,flu_shot,pneu_shot,pain_ck,pain_tr,bedsore_tr,bedsore_ck,mov_rec,bed_rec,bath_rec,pain_rec,breath_rec,drug_use,er,adm,readm,re_er,er_cd,readm_cd,othr_cnt,dietn_cnt,aide_cnt,lpn_cnt,ocpt_cnt,phys_cnt,rn_cnt,scl_cnt,spch_cnt,income,male_65,female_65,lat,lng,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B01003_001E,B19301_001E,county,state.1,tract
157565,AMERICAN NURSING CARE INC,IN,EVANSVILLE,47710,2504 WATERBRIDGE WAY,Proprietary,8124244262,Yes,Yes,Yes,Yes,Yes,Yes,2005-08-25 00:00:00,4.0,11,97.1,97.5,99.8,99.4,78.5,86.2,99.4,99.5,100.0,99.2,70.9,66.4,79.9,76.6,77.5,69.3,19.4,11.3,Same As Expected,Same As Expected,1,1,0.0,0.0,5.0,1.25,0.0,0.0,9.0,0.25,0.0,20454,259,550,38.0018586,-87.571779,24,21,100,76,14,24,66,43,89,100,153,99,3789,20454,163,18,3300
679179,CRITERION HEALTH CARE INC,TX,MISSION,78572,1022 EAST GRIFFIN PARKWAY SUITE 106,Proprietary,9565834520,Yes,Yes,Yes,Yes,Yes,Yes,2002-11-06 00:00:00,3.0,13,93.6,98.9,99.7,100.0,54.8,60.3,99.7,100.0,99.4,97.5,54.2,53.2,57.4,79.6,68.8,40.2,15.6,7.6,Same As Expected,Same As Expected,1,1,0.0,0.0,0.5,5.0,1.0,3.0,4.5,0.5,0.5,21315,416,508,26.2268208,-98.3085352,225,0,32,96,30,33,0,169,65,100,66,108,9002,21315,215,48,20302
67279,MOUNTAIN CREEK HOME HEALTH,CO,WALSENBURG,81089,"601 S ALBERT STREET, SUITE A",Non - Profit Private,7197385707,Yes,Yes,Yes,Yes,No,Yes,1996-05-29 00:00:00,3.0,20,93.4,93.6,99.0,94.3,75.4,90.3,99.6,98.2,88.7,98.5,65.6,49.2,59.6,55.6,79.4,53.2,16.0,17.1,Better Than Expected,Same As Expected,1,1,0.0,0.0,2.5,0.0,0.5,2.5,7.0,0.0,0.13,13105,234,354,37.6228126,-104.7824176,70,26,77,0,41,20,70,31,53,56,71,73,3032,13105,55,8,960600
678229,CUIDADO CASERO HOME HEALTH & HOSPICE,TX,ARLINGTON,76006,1179 W CORPORATE DRIVE SUITE 103,Proprietary,8176400646,Yes,Yes,Yes,Yes,Yes,Yes,1996-06-05 00:00:00,2.0,20,84.2,98.8,97.7,98.4,44.7,58.2,98.1,100.0,99.2,96.2,56.4,35.9,49.3,65.6,73.5,41.5,17.5,11.9,Same As Expected,Same As Expected,1,1,2.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,35199,148,196,32.7654056,-97.068252,38,19,75,0,16,0,70,55,46,18,7,0,3944,35199,439,48,113109
37280,ADVANTAGE HEALTH INC,AZ,YUMA,85364,"2281 WEST 24TH STREET, SUITE 7",Proprietary,9283171300,Yes,Yes,Yes,Yes,Yes,Yes,2010-05-12 00:00:00,3.0,6,98.1,84.5,100.0,97.5,60.5,70.6,100.0,98.0,100.0,100.0,62.6,51.6,70.5,63.2,63.9,40.3,15.1,10.7,Same As Expected,Same As Expected,1,1,3.5,0.0,2.0,0.5,0.5,2.0,10.0,0.25,0.25,20194,198,336,32.6836711,-114.6477456,6,24,66,27,0,75,22,50,98,22,48,96,7491,20194,27,4,907
397666,VIAQUEST HOME HEALTH LLC,PA,MONONGAHELA,15063,612 PARK AVENUE,Proprietary,7242584070,Yes,Yes,Yes,Yes,Yes,Yes,1996-03-06 00:00:00,3.0,20,97.5,93.1,97.5,98.6,59.0,72.6,98.0,98.0,99.9,99.2,67.8,57.9,71.1,66.1,65.7,53.4,19.6,12.9,Same As Expected,Same As Expected,1,1,6.0,0.0,1.0,0.5,0.75,1.75,16.5,1.0,0.75,20027,195,398,40.1952821,-79.9311533,34,31,1,77,43,9,56,0,85,141,19,97,2979,20027,125,42,773100
109060,ORIGIN HOME HEALTH CARE,FL,RIVERVIEW,33569,10835 PARK DR,Proprietary,8136723949,Yes,Yes,Yes,Yes,No,Yes,2008-08-30 00:00:00,4.0,8,98.3,99.3,100.0,83.8,59.4,74.0,98.6,100.0,100.0,99.3,75.1,65.6,72.4,84.9,70.5,52.0,14.3,7.8,Same As Expected,Same As Expected,1,1,0.0,0.0,1.0,3.0,1.0,2.0,8.0,0.0,1.0,26305,189,298,27.8646276,-82.3244412,54,9,81,26,19,0,71,39,111,50,10,17,3441,26305,57,12,13412
557696,BROOKDALE HOME HEALTH,CA,COVINA,91723,368 EAST ROWLAND AVENUE,Proprietary,6266538880,Yes,Yes,Yes,Yes,Yes,Yes,1996-04-24 00:00:00,3.0,20,96.6,88.4,100.0,92.4,78.1,84.3,98.7,99.0,99.1,97.9,55.9,51.8,53.7,56.7,74.2,58.0,15.3,17.4,Same As Expected,Same As Expected,1,1,2.0,0.0,0.1,0.5,3.25,6.0,3.5,0.1,1.0,24922,229,169,34.0788624,-117.8839495,35,80,18,0,35,61,44,34,0,25,38,28,5554,24922,37,6,406102
239033,CARING PARTNERS HOME HEALTH INC,MI,ANN ARBOR,48108,"3909 RESEARCH PARK DRIVE, SUITE 600",Non - Profit Private,7347695758,Yes,Yes,Yes,Yes,Yes,Yes,2009-04-08 00:00:00,4.0,7,95.2,99.2,99.8,100.0,88.9,93.3,99.0,100.0,100.0,98.3,67.1,62.8,77.8,79.4,76.3,59.8,17.4,11.1,Same As Expected,Same As Expected,1,1,6.0,0.0,1.0,0.0,1.75,4.0,5.5,0.1,0.1,18935,90,182,42.2362971,-83.7339309,7,7,29,28,11,8,42,9,70,20,0,41,4792,18935,161,26,405600
177181,ATCHISON HOSPITAL HH CARE SERVICES,KS,ATCHISON,66002,800 RAVEN HILL DRIVE,Non - Profit Private,9133605520,Yes,Yes,Yes,Yes,Yes,Yes,1987-04-06 00:00:00,2.5,29,96.2,91.5,99.2,99.0,68.3,75.1,99.3,99.6,96.4,96.2,59.5,51.6,58.6,65.7,57.3,34.8,17.5,14.6,Same As Expected,Same As Expected,1,1,2.24,0.0,1.04,0.5,0.28,1.05,3.3,0.35,0.04,20872,197,354,39.5384913,-95.1271638,0,67,74,13,30,13,19,55,57,73,32,118,2889,20872,5,20,81800
77135,"INTERIM HEALTHCARE OF EASTERN CT, INC",CT,NORWICH,6360,12 CASE ST   SUITE 215,Proprietary,8608893388,Yes,Yes,Yes,Yes,Yes,Yes,1980-12-01 00:00:00,3.5,35,95.9,95.4,99.3,96.0,58.1,68.8,97.1,100.0,98.2,98.1,69.5,56.7,64.6,78.1,76.3,46.3,14.1,14.2,Same As Expected,Same As Expected,1,1,0.0,0.0,16.75,3.75,0.25,0.5,7.5,0.25,0.25,40337,206,291,41.5539703,-72.1036112,31,54,33,33,42,13,38,23,36,59,61,74,2766,40337,11,9,696300
107623,COMPREHENSIVE HOME CARE OF PINELLAS PASCO LLC,FL,PALM HARBOR,34684,33920 US 19 N STE 341,Proprietary,7277865520,Yes,Yes,Yes,Yes,Yes,Yes,2000-12-14 00:00:00,4.0,15,96.4,99.2,99.8,97.1,70.9,73.4,99.4,87.8,99.5,99.7,67.1,61.7,73.5,73.0,73.5,57.7,16.9,10.3,Same As Expected,Same As Expected,1,1,0.0,0.0,0.75,2.25,0.0,0.0,8.0,0.25,0.0,32572,447,677,28.0799656,-82.7405007,44,173,118,43,28,41,75,105,251,79,73,94,6913,32572,103,12,27206
367500,MVI HOMECARE INC,OH,YOUNGSTOWN,44505,4891 BELMONT AVENUE,Proprietary,3307599487,Yes,Yes,Yes,Yes,Yes,Yes,1992-10-07 00:00:00,3.5,23,97.9,95.2,98.7,98.9,61.9,63.2,99.3,96.7,98.9,99.4,61.8,59.5,69.6,62.3,79.1,61.4,17.2,11.5,Same As Expected,Same As Expected,1,1,0.0,0.0,2.3,1.8,1.8,10.8,23.0,0.5,0.6,27215,575,671,41.1702036,-80.6638288,26,120,159,73,88,109,47,135,125,136,148,80,6069,27215,155,39,932000
337267,ROCHESTER REGIONAL HEALTH SYSTEM HOME CARE,NY,ROCHESTER,14611,89 GENESEE STREET,Non - Profit Private,5853686342,Yes,Yes,Yes,Yes,Yes,Yes,1990-05-05 00:00:00,3.5,26,94.6,98.7,99.6,99.1,77.9,76.6,99.6,99.8,99.8,98.1,65.9,64.9,71.1,69.8,75.0,57.2,17.6,14.3,Worse Than Expected,Same As Expected,1,0,0.0,0.5,0.0,0.0,5.0,8.0,18.0,2.0,0.75,17725,143,223,43.1484359,-77.637175,31,26,50,24,0,12,97,15,33,41,16,21,3121,17725,55,36,6300
377574,VICTORY HOME HEALTH AND HOSPICE,OK,TISHOMINGO,73460,750 EAST MAIN,Proprietary,5803712002,Yes,Yes,Yes,Yes,Yes,Yes,1997-02-03 00:00:00,2.5,19,95.9,83.2,99.3,100.0,59.5,68.8,99.8,99.7,100.0,98.2,50.0,53.6,64.6,48.8,49.6,53.0,16.2,15.7,Same As Expected,Same As Expected,1,1,10.0,0.0,20.0,12.0,0.0,0.0,18.0,0.25,0.0,19242,384,505,34.2308,-96.6704922,117,37,93,31,55,51,55,86,120,124,54,66,5100,19242,69,40,660200
457818,HEALTHCARE RESOURCES,TX,ARLINGTON,76011,2225 E RANDOL MILL ROAD SUITE 400,Proprietary,8176332273,Yes,Yes,Yes,Yes,Yes,Yes,2005-05-04 00:00:00,2.0,11,95.1,98.6,96.8,99.1,70.7,86.0,99.1,100.0,100.0,87.1,42.5,29.8,32.6,27.3,25.8,42.0,21.5,10.7,Same As Expected,Same As Expected,1,1,0.0,0.0,1.5,0.5,0.0,0.0,12.0,0.0,0.0,23108,65,152,32.7483679,-97.069557,20,8,10,0,9,18,8,36,46,14,15,33,1965,23108,439,48,121702
497660,"HEALTH PARTNERS HOME CARE, INC",VA,HAMPTON,23666,"1919 COMMERCE DRIVE, SUITE 100",Proprietary,7572242134,Yes,Yes,Yes,Yes,Yes,Yes,2010-07-15 00:00:00,4.0,6,96.4,98.8,100.0,100.0,82.5,81.9,100.0,100.0,100.0,100.0,69.1,60.1,79.9,97.4,61.7,59.8,16.6,14.1,Same As Expected,Same As Expected,1,1,0.0,0.0,4.0,4.5,0.25,0.0,7.0,0.25,0.0,18797,41,122,37.0376467,-76.3900679,11,12,0,10,8,0,0,1,50,24,16,31,3260,18797,650,51,10502
367403,HOMECARE MATTERS HOME HEALTH & HOSPICE,OH,GALION,44833,1220 NORTH MARKET STREET,Non - Profit Other,4194687985,Yes,Yes,Yes,Yes,Yes,Yes,1985-10-01 00:00:00,3.0,30,97.5,97.4,99.0,99.0,73.9,81.3,99.7,100.0,95.4,99.3,61.2,51.4,63.7,68.3,51.9,41.1,15.6,16.0,Same As Expected,Same As Expected,1,1,18.0,0.0,10.75,3.75,0.0,0.0,15.5,1.25,0.0,22445,352,488,40.75002,-82.788098,29,68,87,66,72,30,41,42,154,100,78,73,3864,22445,33,39,975000
417001,VNA OF RHODE ISLAND,RI,WARWICK,2886,"475 KILVERT STREET, 4TH FLOOR",Non - Profit Other,4015744900,Yes,Yes,Yes,Yes,Yes,Yes,1972-01-01 00:00:00,4.0,44,94.5,99.1,99.9,99.5,72.0,82.1,99.8,99.9,99.9,99.8,71.6,64.3,74.7,67.5,68.4,61.3,15.7,10.9,Better Than Expected,Same As Expected,1,1,27.94,0.0,6.37,0.0,1.21,9.64,24.09,1.8,0.08,36509,514,942,41.7305732,-71.4532441,66,63,61,129,107,88,120,108,119,191,133,271,5547,36509,3,44,22100
257114,BAPTIST MEMORIAL HOME CARE AND HOSPICE,MS,BATESVILLE,38606,548 HIGHWAT 6 EAST,Non - Profit Religious,6625788402,Yes,Yes,Yes,Yes,Yes,Yes,1977-12-01 00:00:00,3.5,38,91.3,95.6,96.8,98.3,66.4,69.3,92.8,99.8,99.8,99.0,69.8,66.1,72.5,71.6,75.4,60.8,16.4,12.3,Same As Expected,Same As Expected,1,1,5.0,0.0,6.0,0.0,1.0,7.0,17.0,1.0,1.0,21888,479,665,34.3084269,-89.9632798,35,76,157,131,80,0,113,15,196,153,107,81,7004,21888,107,28,950600
17016,SOUTHEAST ALABAMA HOMECARE,AL,ENTERPRISE,36330,804 GLOVER AVENUE,Proprietary,3347940591,Yes,Yes,Yes,Yes,Yes,No,1976-06-09 00:00:00,4.0,40,96.9,99.2,100.0,98.8,69.7,75.9,99.4,100.0,98.9,99.6,76.1,63.1,79.5,68.9,74.7,62.7,19.0,14.6,Same As Expected,Same As Expected,1,1,0.0,0.0,0.0,4.25,1.0,1.0,5.5,0.25,0.5,14536,254,517,31.3213521,-85.8339894,60,23,30,46,28,67,39,73,101,59,67,178,4305,14536,31,1,11300
507084,"BROOKDALE HOME HEALTH, LLC",WA,SEATTLE,98125,115 NE 100TH STREET,Proprietary,2064177700,Yes,Yes,Yes,Yes,Yes,Yes,1980-10-29 00:00:00,3.0,35,74.8,86.0,94.0,77.5,73.6,77.3,92.1,70.8,98.6,100.0,56.5,68.8,55.5,76.2,60.7,42.3,12.3,20.0,Better Than Expected,Same As Expected,1,1,4.0,0.0,0.0,0.0,1.0,3.0,2.0,0.25,0.0,44932,177,277,47.7008079,-122.3272335,22,6,46,39,16,48,0,42,51,37,84,63,4518,44932,33,53,1900
187127,PERSONAL TOUCH HOME CARE OF KY,KY,COLUMBIA,42728,705 WRIGHT DRIVE,Proprietary,2703846800,Yes,Yes,Yes,Yes,No,Yes,1985-08-06 00:00:00,2.5,31,97.3,93.4,99.7,97.0,47.6,45.5,99.2,98.9,100.0,96.5,65.8,64.1,61.7,50.3,64.2,43.6,17.4,15.3,Same As Expected,Same As Expected,1,1,0.0,0.0,15.0,1.0,0.0,1.5,5.0,0.0,0.0,16633,237,339,37.0945636,-85.2993787,27,7,77,66,49,11,55,63,105,28,44,44,4498,16633,1,21,970402
103167,ALL ABOUT HOME CARE MANAGEMENT LLC,FL,OCALA,34478,6158 SW STATE RD 200 STE 204,Non - Profit Private,3522366095,Yes,Yes,Yes,Yes,No,Yes,2012-12-19 00:00:00,4.0,3,92.1,98.3,100.0,97.5,73.3,79.3,100.0,99.4,100.0,100.0,78.1,79.4,78.1,75.1,67.9,59.2,19.2,6.9,Same As Expected,Same As Expected,1,1,1.0,0.0,0.05,0.05,0.0,1.5,2.0,0.0,0.0,25213,1553,1620,29.1136595,-82.219801,98,110,474,424,366,81,61,255,465,517,158,164,9434,25213,83,12,1006
109660,"CARINGPLUS HOMECARE, LLC",FL,TAVARES,32778,1729 DAVID WALKER ROAD,Proprietary,3523431952,Yes,Yes,Yes,Yes,Yes,Yes,2010-09-01 00:00:00,4.0,6,93.6,99.0,99.6,99.0,63.3,88.8,97.4,99.6,100.0,99.0,76.2,80.9,75.0,84.2,71.0,78.1,12.7,11.9,Same As Expected,Same As Expected,1,1,0.0,0.0,0.8,0.0,0.0,0.6,4.6,0.6,0.0,20536,457,571,28.8183042,-81.7057056,105,0,136,93,33,90,59,62,118,138,61,133,3750,20536,69,12,30807
147786,"METROPOLITAN HOME HEALTH CARE, INC",IL,GLENVIEW,60025,662 WAUKEGAN ROAD,Proprietary,8475681033,Yes,Yes,Yes,Yes,Yes,Yes,2004-10-30 00:00:00,4.0,11,99.5,100.0,99.5,100.0,57.2,57.9,100.0,100.0,100.0,100.0,62.8,64.5,99.8,67.0,61.3,58.7,13.5,9.0,Same As Expected,Same As Expected,1,1,0.0,0.0,1.5,0.0,0.0,0.0,9.5,0.0,0.0,60691,312,512,42.067332,-87.800278,41,41,41,72,57,60,31,44,113,98,89,137,4182,60691,31,17,802200
417064,INFUSION RESOURCE LLC,RI,RIVERSIDE,2915,2 HEMINGWAY DRVIE,Proprietary,4014310200,Yes,Yes,Yes,Yes,Yes,Yes,2010-12-06 00:00:00,4.0,5,96.9,67.3,91.7,90.4,61.9,64.0,95.8,99.0,96.2,89.8,79.9,74.9,82.3,79.7,85.4,73.8,14.4,18.3,Same As Expected,Same As Expected,1,1,0.0,0.02,0.0,1.0,0.0,1.0,5.0,0.02,0.0,23446,347,567,41.797677,-71.34786,45,24,95,84,54,45,12,86,127,92,67,183,4541,23446,7,44,10501
677291,NOCONA GENERAL HOSPITAL HOME AND COMMUNITY SUPPORT,TX,NOCONA,76255,507 CROXTON,Government - State/ County,9408253235,Yes,Yes,No,Yes,Yes,Yes,1991-01-16 00:00:00,3.0,25,98.4,100.0,100.0,100.0,80.9,74.6,100.0,99.1,100.0,94.4,60.6,61.6,66.7,34.7,21.6,31.1,21.9,12.4,Same As Expected,Same As Expected,1,1,0.0,0.0,2.0,4.0,0.0,3.0,3.0,2.0,0.25,22060,349,300,33.7787409,-97.7303485,105,4,86,93,13,48,43,47,42,22,62,84,2877,22060,337,48,950300
239017,SPHINX HOME HEALTH CARE,MI,STERLING HEIGHTS,48310,4415 METROPOLITAN PKWY 200,Proprietary,5862642400,Yes,Yes,Yes,Yes,Yes,Yes,2009-04-14 00:00:00,3.5,7,93.5,98.9,100.0,97.3,89.7,93.3,100.0,100.0,100.0,100.0,68.6,66.5,76.3,69.7,47.7,30.8,13.7,11.5,Same As Expected,Same As Expected,1,1,0.0,0.25,0.1,0.0,0.0,4.0,3.0,0.5,0.0,20964,394,434,42.5651167,-83.0653009,81,85,88,52,35,53,68,116,101,42,89,18,6301,20964,99,26,231400
197415,"TENSAS HOME HEALTH, INC",LA,NEWELLTON,71357,1010  VERONA STREET,Proprietary,3184672028,Yes,Yes,Yes,No,No,Yes,1991-07-19 00:00:00,2.5,25,84.5,98.7,100.0,99.3,62.4,84.7,100.0,100.0,100.0,98.1,67.6,47.1,69.4,63.0,35.1,51.9,15.7,7.2,Same As Expected,Same As Expected,1,1,0.0,0.0,1.0,2.5,0.25,0.25,3.0,0.0,0.0,21414,182,245,32.0698903,-91.2527987,36,28,24,33,30,31,24,36,79,41,43,22,2010,21414,107,22,100
147454,PRESENCE HOME CARE SERVICES,IL,DES PLAINES,60016,2380 E DEMPSTER ST,Non - Profit Religious,8475688500,Yes,Yes,Yes,Yes,Yes,Yes,1986-09-24 00:00:00,4.0,29,98.0,99.0,99.4,99.2,63.1,64.6,99.2,100.0,99.2,99.2,67.1,75.2,70.7,81.7,81.8,56.4,15.6,10.2,Same As Expected,Same As Expected,1,1,0.0,0.0,1.0,5.0,3.6,18.1,17.8,2.0,0.0,39424,382,556,42.0396992,-87.8655074,47,62,108,73,32,60,53,86,125,110,70,112,4068,39424,31,17,805901
137119,EDEN HOME HEALTH,ID,AMMON,83406,"1480 MIDWAY AVENUE, UNIT 7",Proprietary,2085231980,Yes,Yes,Yes,Yes,Yes,Yes,2011-04-15 00:00:00,3.5,5,86.4,87.9,98.2,94.0,70.7,50.8,100.0,96.8,92.2,92.5,59.4,77.5,69.3,72.4,72.0,53.3,6.4,17.3,Better Than Expected,Same As Expected,1,1,3.0,0.0,0.5,0.5,0.5,1.0,1.5,0.2,0.0,25003,295,465,43.483916,-111.970031,29,60,52,49,88,17,30,86,73,128,23,125,7925,25003,19,16,970501
17100,MARION REGIONAL HOMECARE,AL,HAMILTON,35570,"234 1ST AVENUE SW, SUITE 2",Proprietary,2059210391,Yes,Yes,Yes,Yes,Yes,Yes,1992-10-29 00:00:00,3.5,23,96.1,97.3,100.0,94.9,66.5,81.1,99.6,98.4,98.9,100.0,74.2,69.0,78.7,64.1,63.4,62.8,14.8,16.6,Same As Expected,Same As Expected,1,1,0.0,0.0,0.25,1.25,1.5,2.5,3.0,0.25,1.0,19019,522,521,34.142067,-87.990251,110,128,81,107,58,38,64,135,86,96,74,66,5866,19019,93,1,964400
67144,ESTES PARK HOME HEALTH CARE,CO,ESTES PARK,80517,555 PROSPECT AVENUE,Government - Local,9705862273,Yes,Yes,Yes,Yes,Yes,Yes,1985-06-20 00:00:00,3.5,31,92.9,95.0,100.0,93.8,71.7,87.7,99.1,98.9,100.0,99.1,64.0,72.4,66.0,69.5,71.4,40.1,15.5,15.7,Same As Expected,Same As Expected,1,1,2.3,0.0,1.0,0.8,0.8,1.35,2.8,0.2,0.0,34370,902,976,40.3716109,-105.5151444,104,127,234,124,228,85,149,135,219,201,174,98,5554,34370,69,8,2802
747208,PALOMA HOME HEALTH AGENCY INC,TX,CARROLLTON,75006,2611 WESTGROVE DRIVE #113,Proprietary,9723462013,Yes,Yes,Yes,Yes,Yes,Yes,2009-07-23 00:00:00,1.5,7,94.6,85.6,99.5,98.0,62.0,88.1,98.5,98.1,100.0,98.0,50.5,38.6,48.2,40.6,30.2,40.9,20.9,16.5,Same As Expected,Same As Expected,1,1,0.0,0.0,1.5,3.0,0.25,0.5,5.0,0.25,0.25,51391,142,317,32.9838024,-96.8394232,19,15,44,49,0,15,54,93,99,51,20,0,3079,51391,113,48,13727
679289,MERCY HOME HEALTH,TX,BROWNSVILLE,78521,2200 BOCA CHICA BOULEVARD SUITE 116,Proprietary,9565540006,Yes,Yes,Yes,Yes,Yes,No,2003-06-13 00:00:00,2.5,13,88.9,95.7,99.5,100.0,87.7,87.0,99.6,100.0,96.7,100.0,60.1,50.1,61.5,44.9,23.5,43.0,16.8,8.9,Same As Expected,Same As Expected,1,1,22.75,0.0,0.25,6.75,0.0,0.0,3.0,0.0,0.0,10257,166,329,25.9226877,-97.4875841,62,32,8,7,19,38,31,38,114,47,70,29,4520,10257,61,48,13106
147206,DECATUR MEM HOSP HOME HLTH SVS,IL,DECATUR,62526,3122 BRETTWOOD CIRCLE,Non - Profit Other,2178764600,Yes,Yes,Yes,Yes,Yes,Yes,1982-01-13 00:00:00,3.5,34,94.7,98.8,99.9,99.8,65.1,73.7,99.7,99.8,97.0,100.0,68.3,65.1,63.2,58.5,71.2,46.0,14.8,13.0,Same As Expected,Same As Expected,1,1,0.0,0.25,5.0,1.0,1.0,4.0,31.5,1.0,1.0,26995,514,852,39.8782961,-88.9508496,36,82,145,124,51,76,73,126,198,130,90,235,5497,26995,115,17,2904
59058,SENTRY HOME HEALTH SERVICES INC,CA,AZUSA,91702,210 SOUTH IRWINDALE AVENUE,Proprietary,6265078688,Yes,Yes,Yes,Yes,Yes,Yes,2009-04-08 00:00:00,3.5,7,80.8,93.8,100.0,100.0,78.1,55.9,99.6,99.1,100.0,100.0,49.7,82.3,74.7,89.8,80.9,54.1,22.2,14.1,Same As Expected,Same As Expected,1,1,3.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,16608,158,280,34.119265,-117.9335854,49,11,12,7,41,38,6,81,24,76,30,63,4938,16608,37,6,404402
59033,IMPERIAL HOME HEALTH,CA,VICTORVILLE,92395,"15366 ELEVENTH STREET, SUITE O",Proprietary,7609516688,Yes,Yes,Yes,Yes,Yes,No,2009-01-19 00:00:00,4.0,7,89.9,100.0,100.0,100.0,77.5,90.6,100.0,99.3,99.2,99.3,59.2,59.9,67.4,79.8,52.3,48.6,10.1,19.0,Same As Expected,Same As Expected,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,11371,211,218,34.5300777,-117.2929895,9,61,65,37,24,15,55,31,48,35,49,0,4788,11371,71,6,9800
327010,"MOUNTAIN HOME HEALTH CARE, INC",NM,TAOS,87571,630 PASEO DEL PUEBLO SUR #180,Non - Profit Private,5757584786,Yes,Yes,Yes,Yes,Yes,Yes,1975-07-11 00:00:00,3.0,41,89.0,95.1,99.0,96.2,67.5,93.0,98.4,100.0,100.0,98.2,62.7,67.5,69.8,69.0,76.8,54.3,18.2,12.9,Same As Expected,Same As Expected,1,1,0.0,0.0,1.5,0.0,0.0,1.5,5.0,0.5,0.0,19680,496,711,36.3943573,-105.5815312,79,130,79,110,55,43,77,170,175,134,34,121,7820,19680,55,35,952600
109798,UNIQUEMED HOME HEALTH CARE SERVICES INC,FL,WEST PALM BEACH,33409,1750 N FLORIDA MANGO RD STE 102A,Proprietary,5614787035,Yes,Yes,Yes,Yes,Yes,Yes,2012-07-16 00:00:00,2.0,4,83.1,73.3,98.6,94.7,48.1,23.4,94.8,96.0,96.1,100.0,32.6,38.9,50.0,56.6,42.2,28.7,6.1,14.8,Same As Expected,Same As Expected,1,1,0.0,0.0,0.5,2.5,0.0,0.0,2.5,0.25,0.0,10071,109,153,26.7026616,-80.1037485,28,34,7,0,0,40,13,10,79,18,0,33,5369,10071,99,12,2900
67044,BRISTLECONE HEALTH SERVICES,CO,FRISCO,80443,"18 SCHOOL ROAD, SUITE 100",Non - Profit Religious,9706685604,Yes,Yes,Yes,Yes,Yes,Yes,1979-04-01 00:00:00,4.0,37,99.3,98.5,100.0,98.5,74.0,85.8,100.0,100.0,100.0,98.5,62.4,60.4,74.6,72.8,77.2,62.4,9.3,7.3,Same As Expected,Same As Expected,1,1,2.0,0.0,0.2,0.0,0.5,2.0,1.4,0.2,0.2,36585,205,257,39.5826202,-106.0874201,40,38,49,63,0,15,42,23,74,71,47,0,3345,36585,117,8,300
527233,HEARTLAND HOME HEALTH CARE,WI,DE PERE,54115,1145 WEST MAIN ST  STE 205,Proprietary,9203366455,Yes,Yes,Yes,Yes,Yes,Yes,1993-04-20 00:00:00,3.5,23,99.9,98.5,99.4,99.6,71.4,85.3,99.9,99.8,100.0,100.0,62.4,59.6,61.5,64.3,60.4,48.3,10.8,16.5,Better Than Expected,Same As Expected,1,1,13.8,0.05,1.5,1.0,2.0,4.4,9.0,0.3,0.5,26087,257,406,44.4527423,-88.0899247,0,74,90,49,20,24,30,58,62,42,41,173,5102,26087,9,55,10202
317022,VISITING NURSE ASSOCIATION OF ENGLEWOOD,NJ,ENGLEWOOD,7631,15 ENGLE STREET,Non - Profit Other,2018943333,Yes,Yes,Yes,Yes,Yes,Yes,1966-07-01 00:00:00,4.5,50,97.1,99.6,99.4,99.9,85.0,79.0,100.0,99.9,99.9,100.0,70.9,71.4,75.0,83.9,87.5,63.0,16.3,10.4,Same As Expected,Same As Expected,1,1,11.2,0.25,7.0,0.0,0.35,3.0,11.0,1.0,0.2,37656,452,531,40.8933265,-73.9718335,26,69,182,70,79,26,81,103,149,85,88,25,6726,37656,3,34,15400
37249,QUALITY HOME HEALTH CARE,AZ,PHOENIX,85034,1112 EAST WASHINGTON STREET,Proprietary,6022662203,Yes,Yes,Yes,Yes,Yes,Yes,2007-05-17 00:00:00,3.0,9,94.1,98.6,99.9,98.9,81.9,84.8,99.9,99.4,99.8,99.8,47.8,54.1,62.8,52.3,62.0,43.1,15.4,10.6,Same As Expected,Same As Expected,1,1,0.0,0.0,9.0,3.0,3.0,6.0,15.0,2.0,0.5,17568,86,84,33.4486381,-112.0581882,0,8,53,21,0,4,8,37,13,22,4,0,1897,17568,13,4,114000
367077,ROBINSON VISITING NURSE & HOSPICE,OH,RAVENNA,44266,"6693 NORTH CHESTNUT STREET, SUITE 11A",Non - Profit Private,3302978899,Yes,Yes,Yes,Yes,Yes,Yes,1966-08-12 00:00:00,3.0,50,94.7,94.7,100.0,99.6,64.9,72.8,99.3,92.2,69.7,100.0,65.0,57.0,65.8,63.1,72.2,50.4,17.0,10.6,Same As Expected,Same As Expected,1,1,6.14,0.0,3.0,2.0,0.0,1.0,21.31,0.75,0.0,17817,305,345,41.1727645,-81.2453369,25,48,76,113,43,0,11,49,159,56,18,52,3814,17817,133,39,600901
